From,To,Length(m),Azimuth(deg),Clino(deg)
15@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.36,98.90,-43.00
15@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.19,38.40,8.70
15@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.22,17.60,-2.10
15@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,1.31,22.60,-12.10
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.89,81.70,22.90
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,3.66,66.40,21.30
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.12,56.70,5.30
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.94,28.50,-9.80
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.09,1.00,-17.00
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.95,300.30,75.20
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.00,152.40,27.80
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.78,224.20,18.10
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.68,262.60,27.80
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.19,282.90,20.00
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.16,291.00,16.20
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.48,337.80,-26.40
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.16,303.30,-22.00
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.68,319.40,-32.60
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.79,327.60,-33.90
16@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,17@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,1.98,323.50,-25.80
17@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.58,228.90,-6.40
17@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.25,270.60,51.70
17@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.28,42.20,28.90
17@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.72,118.40,32.80
17@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,2.36,278.50,-59.50
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.72,101.80,59.00
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.94,103.50,73.10
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.27,169.60,27.60
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.84,198.90,20.30
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.73,238.10,-6.30
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.38,289.50,-23.20
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.90,77.90,49.20
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.23,49.60,37.80
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,1.48,25.20,21.70
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,0.50,318.70,-59.50
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,-,2.42,340.50,-28.70
18@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,19@UnCaillouDansLaCulotte.CuevaPirates.106.UltimaPatagonia,3.34,328.40,-24.20
0@Pirates2008.CuevaPirates.106.UltimaPatagonia,1@Pirates2008.CuevaPirates.106.UltimaPatagonia,13.20,207.53,40.00
1@Pirates2008.CuevaPirates.106.UltimaPatagonia,2@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.30,160.53,12.00
2@Pirates2008.CuevaPirates.106.UltimaPatagonia,3@Pirates2008.CuevaPirates.106.UltimaPatagonia,6.40,169.53,72.00
1@Pirates2008.CuevaPirates.106.UltimaPatagonia,4@Pirates2008.CuevaPirates.106.UltimaPatagonia,7.40,200.53,9.00
4@Pirates2008.CuevaPirates.106.UltimaPatagonia,5@Pirates2008.CuevaPirates.106.UltimaPatagonia,3.65,243.53,16.00
5@Pirates2008.CuevaPirates.106.UltimaPatagonia,6@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.80,165.53,40.00
5@Pirates2008.CuevaPirates.106.UltimaPatagonia,7@Pirates2008.CuevaPirates.106.UltimaPatagonia,2.60,341.53,-15.00
7@Pirates2008.CuevaPirates.106.UltimaPatagonia,8@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.40,38.53,-55.00
8@Pirates2008.CuevaPirates.106.UltimaPatagonia,9@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.90,301.53,-30.00
9@Pirates2008.CuevaPirates.106.UltimaPatagonia,10@Pirates2008.CuevaPirates.106.UltimaPatagonia,11.10,315.53,-54.00
10@Pirates2008.CuevaPirates.106.UltimaPatagonia,11@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.70,341.53,-74.00
11@Pirates2008.CuevaPirates.106.UltimaPatagonia,12@Pirates2008.CuevaPirates.106.UltimaPatagonia,9.80,321.53,-44.00
12@Pirates2008.CuevaPirates.106.UltimaPatagonia,13@Pirates2008.CuevaPirates.106.UltimaPatagonia,9.16,273.53,-35.00
13@Pirates2008.CuevaPirates.106.UltimaPatagonia,14@Pirates2008.CuevaPirates.106.UltimaPatagonia,2.60,223.53,-44.00
14@Pirates2008.CuevaPirates.106.UltimaPatagonia,C@Pirates2008.CuevaPirates.106.UltimaPatagonia,2.40,109.53,-54.00
14@Pirates2008.CuevaPirates.106.UltimaPatagonia,15@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.40,254.53,-5.00
15@Pirates2008.CuevaPirates.106.UltimaPatagonia,16@Pirates2008.CuevaPirates.106.UltimaPatagonia,11.60,218.53,8.00
16@Pirates2008.CuevaPirates.106.UltimaPatagonia,17@Pirates2008.CuevaPirates.106.UltimaPatagonia,9.20,254.53,15.00
100@Pirates2008.CuevaPirates.106.UltimaPatagonia,101@Pirates2008.CuevaPirates.106.UltimaPatagonia,20.00,129.53,40.00
101@Pirates2008.CuevaPirates.106.UltimaPatagonia,102@Pirates2008.CuevaPirates.106.UltimaPatagonia,7.40,117.53,0.00
102@Pirates2008.CuevaPirates.106.UltimaPatagonia,103@Pirates2008.CuevaPirates.106.UltimaPatagonia,6.40,140.53,25.00
103@Pirates2008.CuevaPirates.106.UltimaPatagonia,104@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.00,135.53,3.00
104@Pirates2008.CuevaPirates.106.UltimaPatagonia,105@Pirates2008.CuevaPirates.106.UltimaPatagonia,7.90,167.53,14.00
105@Pirates2008.CuevaPirates.106.UltimaPatagonia,106@Pirates2008.CuevaPirates.106.UltimaPatagonia,9.80,250.53,-16.00
106@Pirates2008.CuevaPirates.106.UltimaPatagonia,107@Pirates2008.CuevaPirates.106.UltimaPatagonia,4.90,253.53,-4.00
107@Pirates2008.CuevaPirates.106.UltimaPatagonia,108@Pirates2008.CuevaPirates.106.UltimaPatagonia,8.40,218.53,-7.00
108@Pirates2008.CuevaPirates.106.UltimaPatagonia,U@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.10,302.53,-2.00
A@Pirates2008.CuevaPirates.106.UltimaPatagonia,B@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.50,140.53,30.00
B@Pirates2008.CuevaPirates.106.UltimaPatagonia,C@Pirates2008.CuevaPirates.106.UltimaPatagonia,2.80,170.53,10.00
C@Pirates2008.CuevaPirates.106.UltimaPatagonia,D@Pirates2008.CuevaPirates.106.UltimaPatagonia,4.50,278.53,28.00
D@Pirates2008.CuevaPirates.106.UltimaPatagonia,E@Pirates2008.CuevaPirates.106.UltimaPatagonia,4.60,240.53,-10.00
E@Pirates2008.CuevaPirates.106.UltimaPatagonia,F@Pirates2008.CuevaPirates.106.UltimaPatagonia,11.40,218.53,10.00
F@Pirates2008.CuevaPirates.106.UltimaPatagonia,G@Pirates2008.CuevaPirates.106.UltimaPatagonia,1.70,315.53,0.00
G@Pirates2008.CuevaPirates.106.UltimaPatagonia,H@Pirates2008.CuevaPirates.106.UltimaPatagonia,10.60,35.53,48.00
F@Pirates2008.CuevaPirates.106.UltimaPatagonia,I@Pirates2008.CuevaPirates.106.UltimaPatagonia,1.70,252.53,12.00
I@Pirates2008.CuevaPirates.106.UltimaPatagonia,J@Pirates2008.CuevaPirates.106.UltimaPatagonia,4.50,126.53,25.00
J@Pirates2008.CuevaPirates.106.UltimaPatagonia,K@Pirates2008.CuevaPirates.106.UltimaPatagonia,9.90,255.53,12.00
K@Pirates2008.CuevaPirates.106.UltimaPatagonia,L@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.90,229.53,0.00
L@Pirates2008.CuevaPirates.106.UltimaPatagonia,M@Pirates2008.CuevaPirates.106.UltimaPatagonia,10.20,229.53,5.00
M@Pirates2008.CuevaPirates.106.UltimaPatagonia,N@Pirates2008.CuevaPirates.106.UltimaPatagonia,10.20,200.53,17.00
A@Pirates2008.CuevaPirates.106.UltimaPatagonia,30@Pirates2008.CuevaPirates.106.UltimaPatagonia,9.40,41.53,-5.00
30@Pirates2008.CuevaPirates.106.UltimaPatagonia,31@Pirates2008.CuevaPirates.106.UltimaPatagonia,1.90,25.53,0.00
31@Pirates2008.CuevaPirates.106.UltimaPatagonia,32@Pirates2008.CuevaPirates.106.UltimaPatagonia,3.00,15.53,-90.00
32@Pirates2008.CuevaPirates.106.UltimaPatagonia,33@Pirates2008.CuevaPirates.106.UltimaPatagonia,2.90,50.53,-5.00
33@Pirates2008.CuevaPirates.106.UltimaPatagonia,100@Pirates2008.CuevaPirates.106.UltimaPatagonia,15.00,345.53,-25.00
N@Pirates2008.CuevaPirates.106.UltimaPatagonia,N1@Pirates2008.CuevaPirates.106.UltimaPatagonia,18.00,200.53,25.00
J@Pirates2008.CuevaPirates.106.UltimaPatagonia,O@Pirates2008.CuevaPirates.106.UltimaPatagonia,6.40,80.53,8.00
O@Pirates2008.CuevaPirates.106.UltimaPatagonia,P@Pirates2008.CuevaPirates.106.UltimaPatagonia,6.30,48.53,-20.00
P@Pirates2008.CuevaPirates.106.UltimaPatagonia,Q@Pirates2008.CuevaPirates.106.UltimaPatagonia,6.00,15.53,-15.00
Q@Pirates2008.CuevaPirates.106.UltimaPatagonia,R@Pirates2008.CuevaPirates.106.UltimaPatagonia,2.40,207.53,-40.00
R@Pirates2008.CuevaPirates.106.UltimaPatagonia,S@Pirates2008.CuevaPirates.106.UltimaPatagonia,3.80,125.53,-20.00
S@Pirates2008.CuevaPirates.106.UltimaPatagonia,T@Pirates2008.CuevaPirates.106.UltimaPatagonia,4.00,78.53,-25.00
T@Pirates2008.CuevaPirates.106.UltimaPatagonia,U@Pirates2008.CuevaPirates.106.UltimaPatagonia,4.90,30.53,-10.00
U@Pirates2008.CuevaPirates.106.UltimaPatagonia,C@Pirates2008.CuevaPirates.106.UltimaPatagonia,5.40,305.53,10.00
1@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.69,182.81,1.36
1@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.91,188.45,57.26
1@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.42,328.16,78.49
1@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.11,358.56,0.96
1@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.80,337.31,-33.63
1@Girafe.CuevaPirates.106.UltimaPatagonia,2@Girafe.CuevaPirates.106.UltimaPatagonia,5.15,299.21,6.15
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.52,221.90,85.78
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,3.26,206.13,15.38
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,17.08,298.84,-8.61
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.50,15.68,4.55
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.45,291.27,85.07
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.28,97.78,-85.58
2@Girafe.CuevaPirates.106.UltimaPatagonia,-,3.19,238.76,2.96
2@Girafe.CuevaPirates.106.UltimaPatagonia,3@Girafe.CuevaPirates.106.UltimaPatagonia,6.03,202.26,3.99
3@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.56,308.18,84.89
3@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.16,312.95,35.80
3@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.62,318.44,6.25
3@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.19,303.05,-56.24
3@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.21,137.82,31.84
3@Girafe.CuevaPirates.106.UltimaPatagonia,4@Girafe.CuevaPirates.106.UltimaPatagonia,4.74,250.61,16.26
4@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.68,105.66,11.18
4@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.17,105.58,59.34
4@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.59,350.82,74.54
4@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.18,114.65,-50.37
4@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.70,84.46,-59.27
4@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.71,194.57,38.69
4@Girafe.CuevaPirates.106.UltimaPatagonia,5@Girafe.CuevaPirates.106.UltimaPatagonia,8.30,169.59,15.81
5@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.92,83.02,24.76
5@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.99,261.23,73.52
5@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.92,275.57,20.10
5@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.57,184.80,-84.66
5@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.31,170.93,34.24
5@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.35,172.18,33.95
5@Girafe.CuevaPirates.106.UltimaPatagonia,6@Girafe.CuevaPirates.106.UltimaPatagonia,4.31,173.07,33.90
6@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.73,186.88,60.80
6@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.72,222.51,28.12
6@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.49,242.55,-34.30
6@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.21,226.77,-37.55
6@Girafe.CuevaPirates.106.UltimaPatagonia,7@Girafe.CuevaPirates.106.UltimaPatagonia,6.55,191.57,24.89
7@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.47,292.89,16.24
7@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.81,282.69,-6.65
7@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.83,243.47,-46.55
7@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.31,115.85,-29.90
7@Girafe.CuevaPirates.106.UltimaPatagonia,8@Girafe.CuevaPirates.106.UltimaPatagonia,3.18,215.98,17.19
8@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.00,71.04,68.60
8@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.13,293.19,81.14
8@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.91,276.43,22.00
8@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.34,256.47,-51.44
8@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.58,184.42,43.30
8@Girafe.CuevaPirates.106.UltimaPatagonia,9@Girafe.CuevaPirates.106.UltimaPatagonia,1.88,178.27,-1.95
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.25,267.55,84.96
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.13,309.31,76.77
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.66,104.65,8.75
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.81,126.41,-29.40
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.62,293.16,30.44
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.14,41.84,-12.23
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,14.07,201.48,24.92
9@Girafe.CuevaPirates.106.UltimaPatagonia,-,14.13,201.51,24.91
9@Girafe.CuevaPirates.106.UltimaPatagonia,10@Girafe.CuevaPirates.106.UltimaPatagonia,14.11,201.48,24.92
10@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.81,96.04,3.87
10@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.81,103.84,-52.51
10@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.89,259.84,-58.90
10@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.61,291.68,24.43
10@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.26,27.61,86.72
10@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.96,208.34,-25.24
10@Girafe.CuevaPirates.106.UltimaPatagonia,11@Girafe.CuevaPirates.106.UltimaPatagonia,4.45,149.90,11.34
11@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.08,73.36,73.53
11@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.84,61.36,18.05
11@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.74,54.80,-51.94
11@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.97,68.37,-74.46
11@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.23,253.01,24.86
11@Girafe.CuevaPirates.106.UltimaPatagonia,12@Girafe.CuevaPirates.106.UltimaPatagonia,9.99,153.36,22.81
12@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.43,64.68,65.97
12@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.62,63.28,2.57
12@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.49,70.93,-81.95
12@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.70,344.90,-70.44
12@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.75,344.64,-67.19
12@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.67,288.67,65.98
12@Girafe.CuevaPirates.106.UltimaPatagonia,13@Girafe.CuevaPirates.106.UltimaPatagonia,3.69,145.98,16.46
13@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.25,268.42,33.72
13@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.14,271.66,-14.33
13@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.90,262.93,-26.97
13@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.83,247.97,-18.70
13@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.84,290.57,-63.22
13@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.16,59.22,-56.41
13@Girafe.CuevaPirates.106.UltimaPatagonia,14@Girafe.CuevaPirates.106.UltimaPatagonia,2.43,211.10,-17.21
14@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.57,83.45,19.58
14@Girafe.CuevaPirates.106.UltimaPatagonia,-,3.63,104.56,6.03
14@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.54,279.45,76.59
14@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.32,317.22,-7.37
14@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.35,328.37,-68.66
14@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.87,45.54,79.73
14@Girafe.CuevaPirates.106.UltimaPatagonia,15@Girafe.CuevaPirates.106.UltimaPatagonia,1.29,258.78,8.18
15@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.01,122.18,8.26
15@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.58,127.82,44.76
15@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.61,152.63,-56.46
15@Girafe.CuevaPirates.106.UltimaPatagonia,16@Girafe.CuevaPirates.106.UltimaPatagonia,4.00,174.41,17.89
16@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.43,41.60,24.86
16@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.91,34.79,-10.23
16@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.14,48.31,-47.66
16@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.27,233.23,52.85
16@Girafe.CuevaPirates.106.UltimaPatagonia,17@Girafe.CuevaPirates.106.UltimaPatagonia,1.84,112.89,11.20
17@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.63,285.59,40.49
17@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.03,279.05,-0.09
17@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.13,256.74,-47.81
17@Girafe.CuevaPirates.106.UltimaPatagonia,18@Girafe.CuevaPirates.106.UltimaPatagonia,8.38,223.57,6.75
18@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.34,205.03,72.63
18@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.31,158.57,1.01
18@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.78,121.08,-87.82
18@Girafe.CuevaPirates.106.UltimaPatagonia,19@Girafe.CuevaPirates.106.UltimaPatagonia,3.04,214.61,-15.32
19@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.56,171.39,57.82
19@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.67,121.10,8.51
19@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.85,122.51,-38.58
19@Girafe.CuevaPirates.106.UltimaPatagonia,-,3.43,197.74,-86.05
19@Girafe.CuevaPirates.106.UltimaPatagonia,20@Girafe.CuevaPirates.106.UltimaPatagonia,4.33,219.04,-3.84
20@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.52,27.14,84.11
20@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.74,79.71,76.05
20@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.45,89.14,10.46
20@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.53,102.42,-81.22
20@Girafe.CuevaPirates.106.UltimaPatagonia,21@Girafe.CuevaPirates.106.UltimaPatagonia,1.52,144.77,50.97
21@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.27,87.52,83.59
21@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.10,244.90,53.98
21@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.27,53.36,3.70
21@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.43,324.70,-84.08
21@Girafe.CuevaPirates.106.UltimaPatagonia,22@Girafe.CuevaPirates.106.UltimaPatagonia,3.69,142.80,0.38
22@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.05,104.54,-5.85
22@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.71,110.26,-51.26
22@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.42,282.45,-4.93
22@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.70,67.14,-9.96
22@Girafe.CuevaPirates.106.UltimaPatagonia,23@Girafe.CuevaPirates.106.UltimaPatagonia,4.40,194.55,14.49
23@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.70,199.52,85.48
23@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.62,267.33,37.11
23@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.79,97.98,20.07
23@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.43,3.67,-82.57
23@Girafe.CuevaPirates.106.UltimaPatagonia,24@Girafe.CuevaPirates.106.UltimaPatagonia,2.43,175.45,20.74
24@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.98,63.95,71.49
24@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.53,113.29,-7.09
24@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.97,208.82,-80.29
24@Girafe.CuevaPirates.106.UltimaPatagonia,25@Girafe.CuevaPirates.106.UltimaPatagonia,1.78,180.88,7.27
25@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.67,11.77,81.34
25@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.95,233.90,26.16
25@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.32,230.52,3.82
25@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.60,31.62,-18.98
25@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.13,132.66,-84.52
25@Girafe.CuevaPirates.106.UltimaPatagonia,26@Girafe.CuevaPirates.106.UltimaPatagonia,3.20,78.44,20.91
26@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.48,42.84,-45.10
26@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.49,159.17,-51.55
26@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.97,77.04,-77.79
26@Girafe.CuevaPirates.106.UltimaPatagonia,27@Girafe.CuevaPirates.106.UltimaPatagonia,5.65,106.22,6.19
27@Girafe.CuevaPirates.106.UltimaPatagonia,-,3.24,198.71,68.90
27@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.89,239.62,55.04
27@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.25,221.45,23.68
27@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.61,197.16,-40.28
27@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.97,55.03,-85.30
27@Girafe.CuevaPirates.106.UltimaPatagonia,28@Girafe.CuevaPirates.106.UltimaPatagonia,7.63,126.33,-0.52
28@Girafe.CuevaPirates.106.UltimaPatagonia,-,4.53,228.04,67.73
28@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.55,40.77,31.54
28@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.78,25.49,-12.75
28@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.23,32.64,-44.45
28@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.89,46.59,-54.63
28@Girafe.CuevaPirates.106.UltimaPatagonia,29@Girafe.CuevaPirates.106.UltimaPatagonia,5.52,106.16,-9.48
29@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.63,205.95,82.79
29@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.42,38.17,15.63
29@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.80,250.81,8.87
29@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.38,283.59,-60.62
29@Girafe.CuevaPirates.106.UltimaPatagonia,-,5.86,177.92,-2.41
29@Girafe.CuevaPirates.106.UltimaPatagonia,-,5.74,177.55,-2.53
29@Girafe.CuevaPirates.106.UltimaPatagonia,30@Girafe.CuevaPirates.106.UltimaPatagonia,5.76,177.64,-2.30
19@Girafe.CuevaPirates.106.UltimaPatagonia,31@Girafe.CuevaPirates.106.UltimaPatagonia,1.76,199.63,-75.32
31@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.46,288.78,10.85
31@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.26,95.55,1.05
31@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.54,40.52,-1.99
31@Girafe.CuevaPirates.106.UltimaPatagonia,-,2.20,59.84,84.93
31@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.72,20.00,-87.45
31@Girafe.CuevaPirates.106.UltimaPatagonia,32@Girafe.CuevaPirates.106.UltimaPatagonia,2.84,354.53,-11.87
32@Girafe.CuevaPirates.106.UltimaPatagonia,-,0.59,221.72,45.92
32@Girafe.CuevaPirates.106.UltimaPatagonia,-,1.50,223.28,21.19
